code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
002069,獐子岛,渔业,辽宁,37,6.89,7.11,27.47,16.78,6.59,9.77,1.37,0.056,0.06,70.36,20060928,-18.93,-2.66,-21.11,269.46,17.34,3.93,61510
002073,软控股份,软件服务,山东,375.08,9.34,9.34,80.11,58.75,10.51,19.58,2.1,0.006,4.6,0.98,20061018,10.64,1.14,-18.06,-91.43,19.24,0.47,50000
002074,国轩高科,电气设备,安徽,410.16,11.79,12.81,260.61,152.99,55.63,54.46,4.25,0.03,8.07,2.87,20061018,30.32,2.37,-32.85,-89.72,25.06,1.49,107439
002075,沙钢股份,特种钢,江苏,54.19,22.07,22.07,120.76,68.96,39.09,-6.09,-0.28,0.114,2.24,5.53,20061025,32.26,1.46,3.89,-11.45,11.16,3.89,70116
002078,太阳纸业,造纸,山东,19.83,25.7,25.91,342.47,109.95,161.56,15.73,0.61,0.361,5.93,2.42,20061116,100.37,3.87,-3.23,5.61,23.72,8.98,47577
002079,苏州固锝,半导体,江苏,84.91,7.27,7.28,21.87,15.49,4.48,3.3,0.45,0.064,2.4,4.52,20061116,5.59,0.77,-20.76,3.29,17.05,6.45,92381
002080,中材科技,化纤,江苏,18.19,16.78,16.78,315.7,117.45,136.07,48.29,2.88,0.55,6.53,3.06,20061120,41.6,2.48,25.07,40.87,28.1,12.17,26189
002081,金 螳 螂,装修装饰,江苏,14.44,26.05,26.83,402.32,358.51,8.83,3.89,0.14,0.375,5.86,1.85,20061120,113.57,4.23,-4.21,-9.17,16.95,7.61,74000
002082,万邦德,铝,浙江,37.81,2.38,6.18,50.7,27.29,6.24,6.72,1.09,0.195,4.11,3.59,20061120,11.77,1.9,-18.52,-8.02,8.41,1.8,23410
002083,孚日股份,纺织,山东,15.98,8.82,9.08,110.4,68.92,28.28,13.95,1.54,0.159,4.21,1.21,20061124,14.23,1.57,-19.91,-44.03,20.12,7.14,70502
002084,海鸥住工,家居用品,广东,69.93,5.4,5.55,35.27,23.86,6.57,5.6,1.01,0.074,3.02,3.44,20061124,5.87,1.06,10.71,-24.51,23.51,3.11,21158
002085,万丰奥威,汽车配件,浙江,31.35,21.14,21.87,159.87,68.5,48.91,0,0,0.115,2.55,2.84,20061128,38.97,1.78,-24.9,-48.07,22.64,5.71,37066
002087,新野纺织,纺织,河南,13.99,8.16,8.17,89.81,51.15,29.53,13.46,1.65,0.14,5.16,0.76,20061130,18.75,2.3,-15.81,-24.8,16.99,4.76,62285
002088,鲁阳节能,矿物制品,山东,16.76,3.16,3.62,30,19.73,7.83,5.69,1.57,0.329,6.16,1.79,20061130,11.33,3.13,-14.28,-31.6,39.63,13.4,14103
002090,金智科技,软件服务,江苏,96.02,3.99,4.04,36.79,20.16,4.93,0.81,0.2,0.048,3.23,2.82,20061208,7.3,1.81,-22.57,-79.61,27.6,2.94,23690
002091,江苏国泰,商贸代理,江苏,14.52,15.12,15.64,244.01,203.9,19.09,33.41,2.14,0.21,5.56,1.1,20061208,33.85,2.16,-29.72,-28.64,14.16,2.62,43718
002092,中泰化学,化工原料,新疆,0,21.46,21.46,619.34,204.92,275.68,92.85,4.33,-0.143,8.67,0.6,20061208,64,2.98,2.7,-182.08,3.65,-0.74,86887
002093,国脉科技,电信运营,福建,76.02,10.03,10.08,41.35,24.69,7.18,14.14,1.4,0.055,3.36,2.48,20061215,8.41,0.83,-20.3,-24.14,59.37,27.14,83473
002094,青岛金王,日用化工,山东,0,6.9,6.91,54.14,40.71,1.94,11.18,1.62,-0.054,4.13,1.04,20061215,8.8,1.27,-25.95,-113.27,10.07,-1.9,33183
002095,生 意 宝,互联网,浙江,187.68,2.52,2.53,16.62,15.01,0.62,3.4,1.35,0.053,3.56,5.56,20061215,2.58,1.02,-12.8,-26.75,33.86,8.94,40563
002096,南岭民爆,化工原料,湖南,103.51,3.71,3.71,33.83,15.48,10.04,5.55,1.5,0.044,5.44,1.69,20061222,9.78,2.63,-18.4,20.26,28.45,1.78,15754
002097,山河智能,工程机械,湖南,12.89,9.23,10.87,174.42,113.87,43.84,23.48,2.16,0.367,4.92,1.92,20061222,16.59,1.53,20.68,26.07,28.56,9.1,67728
002098,浔兴股份,服饰,福建,26.72,3.58,3.58,22.18,11.51,6.08,3.08,0.86,0.103,1.83,2.99,20061222,-0.86,-0.24,-15.79,-18.69,40.11,4.91,25695
002099,海翔药业,化学制药,浙江,25.48,16.07,16.19,68.3,31.64,17.34,26.7,1.65,0.164,3.41,2.45,20061226,13.24,0.82,-24.51,-46.43,46.89,20.31,56185
002100,天康生物,饲料,新疆,9.39,10.74,10.74,111.06,65.09,33.82,14.47,1.35,0.777,4.93,2.96,20061226,25.79,2.4,73.29,942.09,32.08,17.73,73858
002101,广东鸿图,汽车配件,广东,0,5.29,5.3,79.92,33.15,26.56,27.88,5.26,-0.009,8.3,0.86,20061229,9.61,1.81,-21.08,-104.21,21.16,-0.23,22885
002103,广博股份,互联网,浙江,0,3.61,5.34,17.44,11.21,2.78,6.76,1.27,-0.025,1.9,2.87,20070110,-2.6,-0.49,23.11,-206.49,15.34,-1.23,52257
002104,恒宝股份,元器件,江苏,125.18,5.88,6.97,23.06,16.94,1.75,0.01,0,0.036,2.8,3.19,20070110,10.47,1.5,22.98,-47.77,18.28,3.1,75982
002105,信隆健康,文教休闲,深圳,33.22,3.69,3.69,16.5,10.4,4.56,0.52,0.14,0.123,1.46,5.6,20070112,0.65,0.18,-16.03,152.24,18.92,6.64,23844
002106,莱宝高科,元器件,深圳,21.54,7.04,7.06,56.7,42.5,10.85,20.38,2.89,0.329,5.97,2.37,20070112,11.67,1.65,26.6,143.66,15.53,8.39,51852
002107,沃华医药,中成药,山东,30.41,5.63,5.77,10.83,7.03,2.74,0.02,0,0.23,1.25,7.67,20070124,1.15,0.2,15.77,190.14,77.97,18.75,47156
002108,沧州明珠,塑料,河北,33.65,14.18,14.18,47.57,19.18,13.3,1.84,0.13,0.073,2.33,2.11,20070124,14.27,1.01,-19.02,6.84,18.25,9.29,76676
002109,兴化股份,化工原料,陕西,31.42,10.53,10.53,42.38,12.3,27.52,22.31,2.12,0.054,3.59,0.94,20070126,3.28,0.31,-14.61,-43.79,13.86,6.48,26475
002110,三钢闽光,普钢,福建,7.12,22.04,24.52,401.55,192.43,122.48,39.92,1.63,0.479,7.8,0.88,20070126,115.24,4.7,-4.63,-54.08,11.01,5.13,65526
002111,威海广泰,航空,山东,23.42,3.4,3.82,47.64,31.05,8.52,13.58,3.56,0.336,7.73,2.04,20070126,11.13,2.91,9.88,13.47,33.51,12.1,29046
002112,三变科技,电气设备,浙江,88.88,1.99,2.02,11.01,7.98,1.7,0.84,0.42,0.049,1.94,4.51,20070208,0.81,0.4,-4.28,360.53,23.63,2.89,22799
002114,罗平锌电,铅锌,云南,0,3.23,3.23,22.33,5.3,6.27,14.95,4.62,-0.47,4.38,1.42,20070215,-4.49,-1.39,-38.86,-2156.17,-10.87,-28.81,29129
002115,三维通信,互联网,浙江,0,5.49,7.17,41.78,18.39,5.59,12.49,1.74,-0.032,3.44,2.4,20070215,4.43,0.62,88.14,-137.63,4.29,-0.59,79792
002116,中国海诚,建筑工程,上海,0,4.16,4.18,46.78,43.04,2.16,0.96,0.23,-0.157,3.1,2.41,20070215,5.94,1.42,-24.09,-166.55,5.39,-3.63,18309
002117,东港股份,广告包装,山东,41.47,5.45,5.46,18.32,8.68,6.83,2.5,0.46,0.135,2.74,4.1,20070302,3.91,0.72,-35.59,-48.08,39.98,13.51,28063
002118,紫鑫药业,中成药,吉林,0,12.81,12.81,106.57,81.75,13.88,15.34,1.2,-0.167,3.3,1.28,20070302,13.14,1.03,-77.12,-469.23,57.43,-181.95,90809
002119,康强电子,半导体,浙江,44.51,3.68,3.75,18.73,10.3,5.35,1.12,0.3,0.138,2.49,4.94,20070302,3.9,1.04,0.54,7.61,22.61,7.91,48704
002120,韵达股份,仓储物流,浙江,41.93,27.96,28.99,250.52,123.58,64.14,28.09,0.97,0.24,4.7,4.19,20070306,75.83,2.62,-7.95,-47.47,10.25,4.76,43738
002123,梦网集团,互联网,辽宁,246.92,6.62,8.16,60.19,27.65,1.83,25.2,3.09,0.037,5.29,3.45,20070328,10.53,1.29,-8.56,-75.75,13.69,2.5,50605
002124,天邦股份,饲料,浙江,6.9,9.44,13.14,102.29,33.94,35.26,13.87,1.06,1.32,3.81,4.23,20070403,18.13,1.38,56.79,517.84,44.87,33.29,49747
002125,湘潭电化,化工原料,湖南,144.98,5.53,6.29,41.68,17.86,18.09,9.05,1.44,0.026,2.75,2.75,20070403,1.76,0.28,-5.68,-68.27,23.29,2.98,34544
002126,银轮股份,汽车配件,浙江,24.73,7.58,7.92,90.6,53.38,19.82,9.82,1.24,0.257,4.9,2.6,20070418,19.61,2.48,11.66,0.92,24.75,6.76,24338
002127,南极电商,互联网,江苏,51.64,19.54,24.55,55.82,41.02,0.06,14.92,0.61,0.175,2.04,8.9,20070418,30.69,1.25,-0.49,11.51,33.08,26.48,25581
002128,露天煤业,煤炭开采,内蒙,6.9,17.67,19.22,346.54,85.07,203.55,25.43,1.32,0.735,8.83,1.15,20070418,112.17,5.84,1.78,2.76,33.32,14.56,46385
002129,中环股份,半导体,天津,64.88,26.83,30.33,536.25,177.05,187.03,77.19,2.55,0.19,4.95,4.65,20070420,31.7,1.05,8.85,19.06,19.24,6.23,147241
002130,沃尔核材,电气设备,深圳,24.82,12.47,12.59,66.87,28.93,19.9,2.22,0.18,0.106,2.36,2.23,20070420,14.85,1.18,-7.82,46.88,38.67,7.89,98137
002131,利欧股份,互联网,浙江,39.9,57.87,67.55,127.23,75.52,8.75,13.05,0.19,0.039,1.25,2.47,20070427,2.65,0.04,5.41,15.58,8.28,3.56,154681
002132,恒星科技,钢加工,河南,40.1,12.53,12.56,47.34,22.96,13.79,11.82,0.94,0.035,2.15,1.32,20070427,2.75,0.22,-20.2,-14.52,15.64,3.42,47000
002133,广宇集团,全国地产,浙江,24.52,7.7,7.74,146.35,133.42,0.17,8.47,1.09,0.066,4.39,0.74,20070427,15.54,2.01,-8.4,-70.65,13.55,2.95,39509
002134,天津普林,元器件,天津,113.56,2.46,2.46,6.16,3.49,1.65,3.02,1.23,0.041,1.63,5.73,20070516,-1.67,-0.68,3.31,76.54,14.37,4.74,20978
002135,东南网架,建筑工程,浙江,16.75,9.57,10.34,130.8,94.02,16.13,20.86,2.02,0.23,4.28,1.8,20070530,12.52,1.21,-1.14,23.6,13.97,5.83,52200
002136,安 纳 达,化工原料,安徽,28.96,2.14,2.15,9.44,4.11,4.79,3.5,1.63,0.172,3.39,2.93,20070530,1.35,0.63,-4.75,44.19,16.85,7.63,24180
002137,麦达数字,通信设备,深圳,52.79,3.79,5.78,18.88,9.95,0.61,9.15,1.58,0.075,2.54,3.12,20070613,-1.04,-0.18,41.77,-61.65,19.71,8.58,52177
002138,顺络电子,元器件,深圳,39.45,7.08,8.06,66.97,23.01,29.55,19.77,2.45,0.3,5.58,4.25,20070613,16.09,2,18.45,24.09,37.08,16.79,54761
002139,拓邦股份,元器件,深圳,16.68,8.33,10.31,55.69,36.3,9.36,4.94,0.48,0.203,2.51,2.69,20070629,10.24,0.99,13.82,14.05,23.6,10.46,59375
002140,东华科技,建筑工程,安徽,20.97,5.28,5.45,70.8,53.65,1.67,1.19,0.22,0.178,4.15,1.8,20070712,14.3,2.62,-11.43,10.55,19.22,7.93,21500
002141,贤丰控股,元器件,广东,0,6.37,11.35,15.67,8.34,2.91,0.87,0.08,-0.138,1.04,3.17,20070720,-0.57,-0.05,-16.49,-7542.3,7.49,-40.92,50152
002142,宁波银行,银行,浙江,13.1,56.21,60.08,15104.7,0,71.13,264.03,4.39,1.36,16.99,2.01,20070719,459.22,7.64,23.4,14.6,0,39.25,94005
002144,宏达高科,纺织,浙江,29.79,1.4,1.77,19.18,6.54,2.57,6.98,3.95,0.194,9.83,1.17,20070803,6.67,3.77,-23.35,-13.71,29.91,18.04,18057
002145,中核钛白,化工原料,甘肃,18.6,15.91,15.91,58.94,21.4,28.78,8.66,0.54,0.17,2.2,2.61,20070803,13.66,0.86,-0.91,14.82,30.4,14.97,68370
002146,荣盛发展,全国地产,河北,6,38.94,43.48,2605.11,2405.95,61.03,43.09,0.99,0.677,9.47,0.86,20070808,271.53,6.24,7.36,0.04,31.31,11.26,81878
002148,北纬科技,互联网,北京,176.84,4.43,5.66,12.47,6.58,1.95,2.29,0.4,0.014,1.97,2.59,20070810,3.39,0.6,-2.86,-2.85,44.25,9.59,42500
002149,西部材料,小金属,陕西,118.42,4.25,4.25,46.4,28.12,13.02,12.4,2.91,0.035,4.15,1.98,20070810,0.46,0.11,1.98,-42.51,16.3,1.63,29587
002150,通润装备,机械基件,江苏,17.63,3.55,3.57,17.07,12.64,3.4,3.41,0.96,0.194,3.71,1.84,20070810,5.38,1.51,-11.31,2.68,27.5,11.04,16460
002151,北斗星通,通信设备,北京,211.23,3.68,4.91,62.36,32.33,5.95,30.51,6.21,0.13,6.8,8.12,20070813,-2.62,-0.53,20.69,248.29,28.79,4.01,187303
002152,广电运通,IT设备,广东,51.3,23.94,24.09,143.09,90.71,16.31,20.29,0.84,0.128,3.88,3.4,20070813,42.38,1.76,-6.23,-16.12,41.09,12.51,120562
002153,石基信息,软件服务,北京,363.57,4.88,10.71,107.24,62.96,3.2,41.47,3.87,0.054,8.06,4.88,20070813,30.64,2.86,-9.94,-72.19,41.08,4.24,17082
002154,报 喜 鸟,服饰,浙江,18.25,11.1,12.18,43.32,21.08,5.63,2.86,0.23,0.095,2.41,1.44,20070816,12.21,1,-3.95,3.98,60.44,8.46,101713
002155,湖南黄金,黄金,湖南,60.45,12.02,12.02,69.98,14.41,32.72,12.91,1.07,0.076,4.17,2.22,20070816,22.15,1.84,-9.96,9.2,6.86,1.22,95385
002156,通富微电,半导体,江苏,124.64,11.54,11.54,176.94,66.02,76.48,37.49,3.25,0.097,5.41,4.45,20070816,10.98,0.95,30.17,243.54,15.11,2.39,152629
002157,正邦科技,饲料,江西,9.64,22.46,25.04,435.78,210.28,100.1,39.22,1.57,0.965,4.71,3.95,20070817,56.13,2.24,45.48,979.24,26.85,14.61,103900
002158,汉钟精机,工程机械,上海,28.52,5.3,5.35,36.02,25.25,7.45,4.4,0.82,0.219,3.79,3.3,20070817,8.79,1.64,18.21,22.98,34.46,13.35,39843
002159,三特索道,旅游服务,湖北,0,1.37,1.39,25.66,3.74,13.39,4.59,3.31,-0.817,6.91,1.81,20070817,1.77,1.28,-65.6,-204.54,-7.62,-116.32,10208
002160,常铝股份,铝,江苏,0,6.86,7.96,61.62,34.34,16.61,23.39,2.94,-0.069,3.74,1.12,20070821,-2.18,-0.27,-21.08,-794.07,13.11,-3.19,66237
002161,远 望 谷,通信设备,深圳,0,7.12,7.4,24.97,16.01,1.24,3.31,0.45,-0.243,2.41,2.98,20070821,6.32,0.85,-33.6,-306.7,39.99,-90.53,91161
002162,悦心健康,医疗保健,上海,64.19,8.53,8.54,23.86,8.57,4.86,0.72,0.08,0.027,1.17,3,20070823,-1.23,-0.14,-10.31,61.24,33.46,5.19,50381
002163,海南发展,装修装饰,深圳,235.81,8.03,8.04,43.18,27.69,10.36,4.45,0.55,0.038,0.87,20.72,20070823,-6.13,-0.76,-7.22,196.62,16.24,1.69,94135
002164,宁波东力,电气设备,浙江,1.35,4.36,5.65,17.52,8.02,5.02,13.27,2.35,1.64,1,5.37,20070823,-13.72,-2.43,12.49,1499.04,30.72,215.24,40307
002165,红 宝 丽,化工原料,江苏,36.07,5.94,6.02,38.86,15.1,5.73,2.98,0.5,0.086,2.65,2.35,20070913,6.03,1,-20.88,32.86,23.44,5.35,40000
002166,莱茵生物,中成药,广西,45.88,4.52,5.65,27.14,16.57,5.34,6.04,1.07,0.095,3.16,2.77,20070913,5.51,0.97,7.23,-8.93,33.18,19.18,80400
002167,东方锆业,小金属,广东,0,5.68,6.21,22.91,6.57,7.27,5.98,0.96,-0.076,1.29,4.65,20070913,-3.85,-0.62,18.07,-743.15,10.93,-17.69,44900
002168,惠程科技,互联网,深圳,96.83,7.93,8.02,31.66,10.36,0.8,2.58,0.32,0.05,2.3,3.46,20070919,8.06,1.01,17.47,-42.4,68.39,6.42,57000
002169,智光电气,电气设备,广东,154.65,7.63,7.88,56.14,31.89,11.29,15.41,1.96,0.03,3.53,2.61,20070919,5.05,0.64,-16.2,-43.91,20.23,2.61,54395
002170,芭田股份,农药化肥,深圳,117.7,6.93,8.87,38.12,13.3,12.16,4.93,0.56,0.017,2.18,1.89,20070919,4.45,0.5,-5.54,163.32,18.5,1.7,66617
002171,楚江新材,铜,安徽,109.91,12.02,13.34,109.86,69.66,17.21,28.41,2.13,0.046,4.02,2.51,20070921,13.56,1.02,34.73,-72.32,6.93,0.65,41587
002172,澳洋健康,化纤,江苏,0,7.73,7.76,68.15,30.39,34.32,11.51,1.48,-0.14,1.68,1.67,20070921,-6.18,-0.8,-21.61,42.57,3.13,-8.05,51762
002173,创新医疗,医疗保健,浙江,0,3.71,4.55,28.48,11.46,13.46,27.54,6.05,-0.118,5.31,1.21,20070925,-8.18,-1.8,-35.12,-32.4,1.83,-16.94,16959
002174,游族网络,互联网,福建,17.5,6.9,9.16,93.85,37.32,7.32,9.37,1.02,0.55,6.15,3.07,20070925,38.86,4.24,45.49,21.54,38.77,19.66,80805
002177,御银股份,IT设备,广东,84.14,7.61,7.61,17.55,6.84,1.29,0.3,0.04,0.034,2.18,2.62,20071101,8.08,1.06,19.7,-55.76,58.81,23.44,93788
002178,延华智能,建筑工程,上海,0,7.11,7.12,19.68,13.97,1.02,2.59,0.36,-0.022,1.19,3.77,20071101,-1.53,-0.22,-32.57,22.38,14.34,-5.81,56476
002179,中航光电,元器件,河南,40.03,10.65,11.01,161.56,131.58,18.15,28.54,2.59,0.62,8,6.03,20071101,42.2,3.83,4.64,15.71,33.26,13.78,29793
002180,纳思达,IT设备,广东,45.46,10.07,10.63,375.75,117.42,29.39,15.56,1.46,0.338,5.91,5.19,20071113,34.88,3.28,-8.26,-3.72,36.68,3.63,37169
002181,粤 传 媒,出版业,广东,98.3,11.34,11.61,45.42,26.41,1.28,13.4,1.15,0.024,3.42,1.4,20071116,11.5,0.99,-29.36,-57.22,39.37,12.17,48111
002182,云海金属,小金属,江苏,35.06,5.28,6.46,51.99,27.79,14.19,4.66,0.72,0.15,4.13,2.54,20071113,14.48,2.24,2.34,-65.08,14.03,3.85,40655
002183,怡 亚 通,仓储物流,深圳,94.6,21.22,21.23,424.14,332.66,14.34,12.94,0.61,0.029,2.83,1.91,20071113,17.28,0.81,-5.28,-1.39,5.66,0.21,104927
002184,海得控制,软件服务,上海,46.51,1.57,2.39,22.58,16.76,2.34,5.5,2.3,0.158,4.3,3.42,20071116,1.49,0.62,7.78,621.71,19.06,4.17,26578
002185,华天科技,半导体,甘肃,74.15,27.39,27.4,173.25,51.31,91.81,21.62,0.79,0.097,2.9,4.98,20071120,27.83,1.02,-3.25,211.85,21.67,7.19,370987
002186,全 聚 德,酒店餐饮,北京,0,3.08,3.08,18.68,8.32,4.15,5.5,1.78,-0.481,4.33,2.61,20071120,3.21,1.04,-58.77,-559.83,-17.32,-47.48,26317
002187,广百股份,百货,广东,0,3.42,3.42,39.78,19.76,9.66,9.15,2.67,-0.066,7.81,1.42,20071122,11.42,3.33,-48.09,-121.2,17.18,-1.03,23212
002189,中光学,元器件,河南,48.17,2.22,2.63,34.72,27.04,3.85,6.58,2.51,0.206,5.39,3.68,20071203,4.62,1.76,50.16,-2.13,11.85,3.21,31513
002190,成飞集成,汽车配件,四川,0,3.45,3.59,33.49,10.92,4.29,13.56,3.78,-0.02,6.94,4.27,20071203,6.26,1.74,-71.89,-101.26,13.08,-2.14,38512
002191,劲嘉股份,广告包装,深圳,17.07,12.73,14.65,85.28,34.11,16.13,14.42,0.98,0.284,4.81,2.01,20071205,37.03,2.53,2.83,-10.64,39.15,21.66,75653
002193,如意集团,纺织,山东,61.48,2.61,2.62,49.64,22.45,12.15,15.96,6.1,0.058,10.2,0.7,20071207,7.11,2.72,-18.32,-69.77,20.72,3.13,15290
002194,武汉凡谷,通信设备,湖北,65.12,4.92,6.76,23.95,17.73,3.37,7.34,1.09,0.118,2.91,5.3,20071207,3.35,0.49,-12.58,15.52,28.62,11.57,65596
002195,二三四五,软件服务,上海,40.46,56.44,57.25,108.82,61.52,1.34,3.92,0.07,0.037,1.8,1.65,20071212,39.35,0.69,-63.76,-67.59,92.17,32.1,267384
002196,方正电机,纺织机械,浙江,0,4.14,4.69,27.78,11.23,5.2,17.3,3.69,-0.059,4.43,1.27,20071212,-1.61,-0.34,-28.68,-389.68,18.35,-6.62,27094
002197,证通电子,电器仪表,深圳,230.05,4.35,5.15,63.74,29.78,13.88,17.42,3.38,0.022,4.67,2.16,20071218,1.72,0.33,-12.52,-36.3,35.18,2.32,66423
002198,嘉应制药,中成药,广东,0,5.08,5.08,8.25,4.37,2.52,1.23,0.24,-0.006,1.3,4.41,20071218,0.02,0,-2.96,-120.82,70.62,-1.39,29153
002199,东晶电子,元器件,浙江,455.56,2.43,2.43,4.88,2.84,1.91,5.16,2.12,0.009,1.64,5.08,20071221,-3.79,-1.56,16.21,119.65,13.74,2.05,22914
002201,九鼎新材,玻璃,江苏,250.32,3.32,3.32,24.16,9.03,10.87,3.69,1.11,0.029,2.86,4.99,20071226,2.06,0.62,12.65,106.4,26.82,1.97,41762
002202,金风科技,电气设备,新疆,16.99,33.93,42.25,1025.58,435.96,192.5,120.84,2.86,0.29,6.95,1.47,20071226,118,2.79,23.47,7.63,17.4,6.56,140961
002203,海亮股份,铜,浙江,22.01,18.39,19.52,270.55,179.85,22.1,23.16,1.19,0.186,4.61,1.78,20080116,47.66,2.44,12.01,-43.53,4.95,1.56,17831
002204,大连重工,专用机械,辽宁,275.78,19.31,19.31,167.28,132.62,23.51,24.21,1.25,0.007,3.43,1.19,20080116,19.56,1.01,32.56,95.23,21.66,0.39,74634
002205,国统股份,其他建材,新疆,0,1.86,1.86,35.1,9.44,5.19,4.53,2.43,-0.23,4.41,2.18,20080123,1.51,0.81,-24.16,-848.16,25.33,-16.76,26823
002206,海 利 得,化纤,浙江,23.34,9.63,12.23,57.13,24.29,19.05,8.77,0.72,0.09,2.28,1.7,20080123,6.68,0.55,-19.34,-36.79,17.61,6.31,33000
002207,准油股份,石油开采,新疆,0,2.38,2.62,3.87,1.55,1.43,2.21,0.84,-0.1,0.17,46.67,20080128,-4.74,-1.81,-34.85,-161.89,-12.31,-30.79,17034
002208,合肥城建,区域地产,安徽,16.71,5.11,8.03,189.29,175.24,1.16,12.61,1.57,0.42,5.5,2.21,20080128,14.97,1.86,51.29,-0.54,51.49,13.89,38220
002209,达 意 隆,轻工机械,广东,0,1.55,1.95,15.31,10.88,3.37,2.23,1.14,-0.023,3.08,2.31,20080130,1.48,0.76,7.49,77.63,29.07,-1.35,12484
002211,宏达新材,橡胶,上海,136.69,3.1,4.32,10.92,7.75,1.09,10.27,2.38,0.023,1.66,3.8,20080201,-7.72,-1.79,-16.37,978.01,13.23,2.85,32960
002212,南洋股份,电气设备,广东,0,11.31,11.65,109.98,41.3,5.36,58.14,4.99,-0.178,7.61,3.25,20080201,17.58,1.51,-7.85,-161.99,17.61,-8.72,15158
002213,大为股份,汽车配件,深圳,3670.65,2.06,2.06,4.46,3.11,0.21,0.01,0,0.002,1.79,8.86,20080201,1.37,0.66,114.62,108.21,13.35,0.41,7805
002214,大立科技,电器仪表,浙江,19.83,3.57,4.59,17.23,12.68,3.59,1.98,0.43,0.637,2.96,8.55,20080218,6.83,1.49,169.63,399.55,60.36,43.88,43572
002215,诺 普 信,农药化肥,深圳,10.85,7.16,9.14,61.42,38.77,3.7,3.52,0.39,0.299,2.72,2.38,20080218,11.36,1.24,3.26,1.57,28.94,10.77,53692
002216,三全食品,食品,河南,29.77,5.65,7.99,57.26,36.03,16.22,2.25,0.28,0.566,3.29,10.23,20080220,15.46,1.93,22.6,409.61,38.18,12.13,24999
002217,合力泰,元器件,福建,76.14,26.8,31.16,337.11,229.23,49.3,44.96,1.44,0.034,3.96,1.32,20080220,43.66,1.4,16.95,-79.51,10.87,1.3,108606
002218,拓日新能,半导体,深圳,27.92,12.16,12.36,65.3,24.59,31.04,13.16,1.06,0.076,2.47,1.71,20080228,4.89,0.4,43.05,115.36,30.17,14.65,63101
002221,东华能源,石油贸易,江苏,11.04,15.3,16.49,274.37,158.12,73.24,39.89,2.42,0.44,6.09,1.52,20080306,47.44,2.88,-36.29,9.08,7.27,4.2,46537
002222,福晶科技,元器件,福建,38.7,4.23,4.28,11.28,5.97,3.78,0.66,0.16,0.186,2.35,6.11,20080319,4.2,0.98,3.46,3.89,52.84,29.14,54737
002223,鱼跃医疗,医疗保健,江苏,14.84,8.67,10.02,99.13,57.56,17.99,17.84,1.78,1.117,6.77,4.89,20080418,36.3,3.62,36.74,109.86,57.17,32.72,110000
002224,三 力 士,橡胶,浙江,28.08,5.43,7.3,28.06,15.62,3.24,4.77,0.65,0.12,3.15,2.02,20080425,9.91,1.36,-20.81,16.06,39.28,21.75,65845
002225,濮耐股份,其他建材,河南,15.77,8.36,10.34,61.32,41.4,7.1,9.08,0.88,0.162,2.73,1.87,20080425,8.75,0.85,-2.78,26.91,28.44,8.07,35756
002226,江南化工,化工原料,安徽,21.55,9.58,12.49,121.32,36.92,60.41,32.75,2.62,0.169,4.88,1.49,20080506,14.11,1.13,8.62,6.38,40.55,13.09,50652
002227,奥 特 迅,电气设备,深圳,0,2.2,2.21,12.83,5.45,2.13,3.16,1.43,-0.073,3.62,3.62,20080506,1.87,0.85,-7.11,-146.66,20.74,-15.15,29763
002228,合兴包装,广告包装,福建,24.63,11.65,11.7,68.04,44.43,12.86,4.3,0.37,0.118,2.54,2.29,20080508,13.06,1.12,-13.14,3.32,13.17,2.9,30636
002229,鸿博股份,广告包装,福建,82.72,4.98,4.98,21.19,11.53,5.15,8.76,1.76,0.043,3.37,2.13,20080508,2.83,0.57,-30.72,394.11,24.57,10.77,34639
002230,科大讯飞,软件服务,安徽,152.46,20.24,21.98,209.36,123.24,20.9,68.52,3.12,0.117,5.33,6.72,20080512,29.05,1.32,2.86,36.28,45.79,5.94,284275
002231,奥维通信,通信设备,辽宁,230.48,3.57,3.57,7.81,7.3,0.31,1.66,0.47,0.015,1.69,4.01,20080512,0.5,0.14,-20.61,281.88,8.52,7.87,41759
002232,启明信息,软件服务,吉林,38.05,4.09,4.09,20.06,16.68,2.56,2.62,0.64,0.157,3.05,3.92,20080509,5.02,1.23,18.92,212.92,22.82,10.56,44493
002233,塔牌集团,水泥,广东,9.74,11.62,11.92,114.91,48.84,36.43,37.66,3.16,0.78,8.34,1.8,20080516,44.85,3.76,-2.1,31.15,47.27,32.82,64000
002234,民和股份,农业综合,山东,12.81,2.06,3.02,34.57,14.89,12.36,8.68,2.87,0.769,9.23,2.13,20080516,13.57,4.49,-42.29,-73.26,32.38,25.76,50412
002235,安妮股份,互联网,福建,0,5.3,5.81,22.08,12.19,1.58,14.21,2.45,-0.017,3.19,2.52,20080516,-1.64,-0.28,-15.28,-109.91,19.17,-5.94,38514
002236,大华股份,电器仪表,浙江,22.82,18.57,30.03,295.5,228.99,15.11,18.34,0.61,0.47,5.66,3.67,20080520,112.2,3.74,-8.96,10.5,48.17,13.91,142107
002237,恒邦股份,黄金,山东,51.18,9.1,9.1,172.24,118.49,43.69,7.68,0.84,0.147,5.25,2.87,20080520,26.78,2.94,26.62,-8.51,3.99,0.81,58810
