code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders
300768,迪普科技,软件服务,浙江,101.39,1.39,4,21.23,19.75,0.19,6.83,1.71,0.214,4.34,10.01,20190412,5.9,1.47,-7.97,-7.53,68.73,27.05,14753
300769,德方纳米,化工原料,深圳,0,0.43,0.78,19.21,8.64,3.09,5,6.42,-0.087,12.18,7.76,20190415,3.77,4.84,-22.13,-114.36,10.87,-1.89,10900
300770,新媒股份,影视音像,广东,36.13,1.42,2.31,33.66,29.07,1.26,13.59,5.88,1.327,10.28,9.32,20190419,8.22,3.56,32.34,79.36,57.33,51.72,17219
300771,智莱科技,IT设备,深圳,27.43,0.74,1.6,19.81,18.15,1.1,7.72,4.83,0.716,10.38,3.78,20190422,6.65,4.16,-9.84,-16.26,44.6,24,14718
300772,运达股份,电气设备,浙江,67.85,1.55,2.94,132.56,102.45,6.09,6.81,2.32,0.099,5.11,2.62,20190426,4.63,1.58,139.38,141.24,12.45,0.82,16784
300773,拉卡拉,软件服务,北京,39.08,3.83,8,104.96,68.61,16.24,20.03,2.5,0.545,5.74,7.42,20190425,15.39,1.92,0.38,18.99,42.36,17.39,40540
300775,三角防务,航空,陕西,89.74,2.64,4.96,25.33,18.66,5.64,7.73,1.56,0.203,3.68,9.91,20190521,4.99,1.01,0.87,7.62,43.18,31.33,30693
300776,帝尔激光,专用机械,湖北,46.24,0.45,1.06,22.49,21.8,0.06,8.34,7.88,1.528,15,9.42,20190517,5.97,5.64,30.76,9.22,49.05,36.2,9834
300777,中简科技,化纤,江苏,108.28,2.62,4,12.13,4.42,6.91,1.71,0.43,0.234,2.61,19.35,20190516,4.31,1.08,46.51,77.53,83.83,55.46,14035
300778,新城市,建筑工程,深圳,39.49,0.46,1,12.22,11.56,0.13,5.56,5.56,0.57,9.24,4.04,20190510,2.37,2.37,-25.04,-17.94,42.95,25.04,10356
300779,惠城环保,环境保护,山东,108.45,0.69,1,8.86,3.81,3.23,4,4,0.104,6.5,3.46,20190522,1.27,1.27,-3.59,-65.53,31.8,6.27,10595
300780,德恩精工,机械基件,四川,30.22,0.64,1.47,12.94,5.36,3.26,5.75,3.92,0.324,6.85,2.86,20190531,2.35,1.6,-14.76,28.84,32.63,21.79,14623
300781,因赛集团,广告包装,广东,81.93,0.28,0.85,6.92,5.89,0.97,3.77,4.46,0.207,7.57,4.48,20190606,1.61,1.91,-24.67,-28.95,40.25,12.44,9138
300782,卓胜微,元器件,江苏,98.28,1.06,1.8,21.85,19.85,0.89,8.6,4.78,1.961,10.89,35.4,20190618,8.64,4.8,93.64,130.99,52.64,35.38,47539
300783,三只松鼠,食品,安徽,60.51,2.27,4.01,33.37,25.56,3.96,5.54,1.38,0.468,4.94,11.46,20190712,9.32,2.32,16.42,-29.51,25.74,3.58,16662
300785,值得买,互联网,北京,66.26,0.23,0.81,11.16,7.96,3.05,4.28,5.31,0.86,10.37,10.87,20190715,3.01,3.73,32.59,46.44,70.17,18.9,9638
300786,国林科技,环境保护,山东,34.15,0.52,0.85,9.64,7.71,1.72,3.75,4.39,0.58,9.21,2.93,20190723,2.99,3.5,-13.45,1.51,42.8,22,10401
300787,海能实业,通信设备,江西,42.97,0.5,1.27,16.79,9.35,3.89,4.59,3.6,0.693,9.26,6.43,20190815,5.46,4.29,32.25,47.73,29.28,13.68,12197
300788,中信出版,出版业,北京,40.92,0.5,1.9,27.89,26.12,0.13,7.51,3.95,0.536,9.08,4.83,20190705,6.77,3.56,-10.61,-21.8,40.48,12.74,6780
300789,唐源电气,软件服务,四川,63.08,0.17,0.46,8.31,7.85,0.1,3.87,8.41,0.518,15.33,4.26,20190828,2.49,5.42,-27.02,-42.61,54.87,23.9,8259
300790,宇瞳光学,电器仪表,广东,52.52,1.08,2.1,21.86,10.55,6.86,6.93,3.3,0.215,5.67,3.99,20190920,2.99,1.42,1.99,7.56,21.54,8.72,20410
300791,仙乐健康,医疗保健,广东,44.81,0.3,1.2,25.25,14.47,5.32,10.73,8.94,1.035,17.09,5.43,20190925,8.05,6.71,16.65,40.44,34.13,13.57,10030
300792,壹网壹创,互联网,浙江,89.51,0.36,1.44,17.65,12.41,1.07,6.67,4.62,0.752,9.08,14.82,20190927,4.73,3.28,-0.23,55.92,43.81,19.43,13983
300793,佳禾智能,IT设备,广东,197.89,0.67,2.67,18.86,14.66,2.6,6.63,2.49,0.062,4.36,5.64,20191018,2.02,0.76,-16.1,-54.48,13.17,2.24,25301
300795,米奥会展,综合类,浙江,0,0.25,1,5.5,4.94,0.19,3,3,-0.541,4.47,5.15,20191022,0.16,0.16,-89.12,-426.6,-25.46,-294.86,10071
300796,贝斯美,化工原料,浙江,112.09,0.3,1.21,11.94,7.53,2.71,6.8,5.61,0.102,8.27,2.77,20191115,1.81,1.49,-37.71,-68.35,25.98,6.88,12752
300797,钢研纳克,电器仪表,北京,109.54,0.62,2.48,10.33,8.3,1.12,2.81,1.13,0.088,2.98,6.5,20191101,1.92,0.78,-13.02,-25.78,38.56,10.67,19828
300798,锦鸡股份,染料涂料,江苏,1130.69,0.42,4.18,15.17,9.91,2.7,2.45,0.59,0.007,2.86,5.67,20191122,5.19,1.24,-51.74,-94.81,13.36,0.94,13198
300799,左江科技,软件服务,北京,770.58,0.26,1.02,7.05,6.38,0.58,3.35,3.28,0.042,6.02,10.85,20191029,1.89,1.86,-64.48,-75.98,47.64,17.39,13093
300800,力合科技,电器仪表,湖南,28.37,0.4,1.6,20.29,18.1,1.66,8.91,5.57,0.736,10.84,3.85,20191106,6.36,3.97,-14.28,-2.95,50.88,37.83,15758
300801,泰和科技,化工原料,山东,26.88,0.54,2.16,20.18,13.55,3.63,9.77,4.52,0.582,8.33,3.76,20191128,5.55,2.57,43.05,50.69,29.91,16.17,15827
300802,矩子科技,IT设备,上海,86.29,0.4,1.62,11.16,9.29,1.15,5.1,3.14,0.26,6.05,7.41,20191114,2.79,1.72,7.23,-14.19,33.41,18.13,15674
300803,指南针,软件服务,北京,139.25,0.57,4.05,16.02,12.44,3.38,2.55,0.63,0.201,2.75,20.36,20191118,3.96,0.98,7.34,-16.46,87.75,20.82,29967
300805,电声股份,广告包装,广东,103.73,0.42,4.23,22.39,21.33,0.2,5.07,1.2,0.109,3.76,6.03,20191121,5.86,1.38,5.91,-46.66,16.34,3.51,18239
300806,斯迪克,塑料,江苏,75.91,0.29,1.18,27.08,14.09,7.04,5.53,4.67,0.436,9.69,6.83,20191125,4.41,3.73,1.33,141.53,22.79,7.63,9057
300807,天迈科技,软件服务,河南,274.52,0.17,0.68,7.28,5.29,0.38,3.57,5.26,0.074,9.41,4.34,20191219,1.89,2.78,-63.14,-79.27,51.46,7.86,11593
300808,久量股份,家用电器,广东,75.49,0.4,1.6,13.64,7.98,3.02,5.5,3.44,0.132,6.62,3.02,20191129,3.14,1.96,-27.7,-46.01,24.57,6.9,17960
300809,华辰装备,机床制造,江苏,0,0.39,1.57,17.29,14.44,1.19,9.03,5.75,-0.055,8.6,2.42,20191204,2.4,1.53,-78.48,-114.34,48.37,-20.8,17272
300810,中科海讯,软件服务,北京,0,0.2,0.79,10.62,9.97,0.2,6.7,8.51,-0.116,12.43,4.27,20191206,2.05,2.6,-71.4,-118.35,78.57,-29.72,14800
300811,铂科新材,元器件,深圳,49.3,0.14,0.58,9.05,6.36,1.64,4.21,7.32,0.704,13.84,5.02,20191230,2.91,5.05,3.39,-1.85,39.76,20.66,10385
300812,易天股份,专用机械,深圳,56.9,0.19,0.78,10.93,10.55,0.11,4.29,5.53,0.439,9.5,5.26,20200109,2.07,2.68,-16.46,-32.65,43.14,16.71,14724
300813,泰林生物,医疗保健,浙江,88.13,0.13,0.52,4.69,3.55,0.86,2.28,4.39,0.37,7.97,7.79,20200114,1.17,2.25,4.32,11.88,65.15,21.22,10961
300815,玉禾田,环境保护,安徽,23.27,0.35,1.38,36.59,25.1,6.36,9.58,6.92,2.62,16.44,7.11,20200123,11.55,8.34,20.75,156.26,31.11,16.91,12805
300816,艾可蓝,环境保护,安徽,61.98,0.2,0.8,10.05,9.15,0.65,3.5,4.37,0.744,9.05,10.2,20200210,2.68,3.35,15.78,16.8,36.38,19.88,8631
300817,双飞股份,机械基件,浙江,54.36,0.25,1.01,9.59,6.14,2.51,3.62,3.58,0.37,8.33,4.44,20200218,3.3,3.27,4.18,5.72,29.19,12.44,15187
300818,耐普矿机,专用机械,江西,71.65,0.18,0.7,14.14,11.37,1.71,3.53,5.05,0.26,12.22,2.98,20200212,3.85,5.5,-21.97,-48.87,39.85,13.21,9949
300819,聚杰微纤,化纤,江苏,169.82,0.25,0.99,9.59,6.18,2.72,5.07,5.1,0.1,8.12,3.63,20200312,1.83,1.84,-23.5,-69.84,23.74,4.36,15230
300820,英杰电气,电气设备,四川,59.91,0.24,0.95,12.53,11.89,0.45,4.78,5.03,0.48,10.52,5.21,20200213,4.03,4.24,-20.54,-29.62,42.55,23.14,21675
300821,东岳硅材,化工原料,山东,92.42,3,12,42.13,30.08,6.37,21.07,1.76,0.08,3.23,3.98,20200312,4.48,0.37,0,0,16.65,7.22,83879
300822,贝仕达克,元器件,深圳,32.52,0.27,1.07,12.38,10.27,0.62,6.39,5.99,0.82,9.82,4.75,20200313,2.78,2.6,0,0,33.49,23.19,20188
300823,建科机械,专用机械,天津,41.76,0.23,0.94,11.1,8.68,1.67,3.89,4.16,0.5,9.53,3.8,20200319,3.62,3.87,0,0,47.32,19.32,14626
300824,北鼎股份,家用电器,深圳,74.61,0.54,2.17,7.63,7.12,0.37,2.58,1.19,0.28,2.98,10.32,20200619,1.44,0.66,0,0,55.37,16.03,103416
300825,阿尔特,汽车服务,北京,100.93,0.76,3.06,18.44,13.8,0.97,8.05,2.63,0.14,4.55,5.38,20200327,2.37,0.78,0,0,33.02,11.06,18972
300826,测绘股份,建筑工程,江苏,54.53,0.2,0.8,15.87,13.31,1.36,6.56,8.2,0.4,12.18,3.16,20200403,2.13,2.66,0,0,40.18,13.87,15588
300827,上能电气,电气设备,江苏,67.07,0.18,0.73,17.36,16.38,0.56,4.54,6.2,0.47,10.88,5.11,20200410,2.44,3.32,0,0,29.02,12.04,7848
300828,锐新科技,铝,天津,61.26,0.28,1.1,7.69,4.49,2.7,3.32,3.01,0.31,6.31,4.96,20200421,2.12,1.92,0,0,33.32,16.83,15802
300829,金丹科技,食品,河南,83.1,0.28,1.13,17.03,6.32,5.67,6.73,5.96,0.7,11.04,8.71,20200422,4.19,3.71,0,0,36.65,13.83,14643
300830,金现代,软件服务,山东,206.97,0.86,4.3,11.18,10.36,0.26,2.52,0.58,0.05,2.46,6.35,20200506,3.36,0.78,0,0,44.16,9.53,33564
300831,派瑞股份,元器件,陕西,163.29,0.8,3.2,8.2,6.74,0.88,1.93,0.6,0.08,2.38,9.12,20200507,2.26,0.71,0,0,61.67,23.78,31705
300832,新产业,医疗保健,深圳,67.6,0.41,4.12,52.4,42.16,5.53,14.01,3.4,1.21,11.7,13.33,20200512,27.99,6.79,0,0,79.32,49.04,24411
300833,浩洋股份,专用机械,广东,41.55,0.21,0.84,18.52,16.89,0.63,11.34,13.44,0.98,20.52,3.13,20200520,4.82,5.72,0,0,49.2,25.34,25800
300835,龙磁科技,元器件,安徽,101.69,0.18,0.71,10.91,6.58,3.3,2.98,4.21,0.37,11.77,5.01,20200525,4.07,5.76,0,0,32.73,9.33,20925
300836,佰奥智能,专用机械,江苏,96.01,0.12,0.49,7.77,7.2,0.34,3.67,7.46,0.38,12.48,4.69,20200528,1.82,3.7,0,0,35.94,12.04,11736
300837,浙矿股份,专用机械,浙江,53.87,0.25,1,11.59,9.27,0.84,3.86,3.86,0.617,8.83,7.53,20200605,3.63,3.63,0,0,44.9,29.32,25227
300838,浙江力诺,电器仪表,浙江,55.95,0.34,1.36,9.38,7.52,1.27,3.53,2.59,0.218,5.43,4.48,20200608,2.24,1.64,-15.82,-10.42,36.44,16.47,20827
300839,博汇股份,石油加工,浙江,36.83,0.26,1.04,16.95,9.09,0.36,4.33,4.16,0.56,8.19,3.76,20200630,2.75,2.64,0,0,19.35,10.2,15811
300840,酷特智能,服饰,山东,57.3,0.6,2.4,8.03,3.15,2.69,1.51,0.63,0.28,3.96,6.08,20200708,2.82,1.18,0,0,38.53,13.52,26498
300841,康华生物,生物制药,四川,88.13,0.15,0.6,18.93,17.23,0.77,12.33,20.55,4.06,29.08,18.46,20200616,4.25,7.08,0,0,95.42,40.16,18611
300842,帝科股份,半导体,江苏,67.86,0.25,1,12.72,12.27,0.31,5.22,5.22,0.64,8.02,8.18,20200618,1.66,1.66,0,0,14.95,9.67,28643
300843,胜蓝股份,元器件,广东,57.61,0.37,1.49,10.84,8.86,1.62,3.75,2.52,0.35,5.28,5.68,20200702,2.43,1.63,0,0,28.36,12.06,74700
300845,捷安高科,软件服务,河南,118.85,0.23,0.92,8.36,7.69,0.12,4.11,4.45,0.22,7.76,5.06,20200703,1.89,2.04,0,0,51.52,20.56,19000
300846,首都在线,软件服务,北京,204.32,0.5,4.11,10.11,4.61,3.46,1.25,0.3,0.09,1.89,16.95,20200701,2.03,0.49,0,0,25.07,6.64,97400
300847,中船汉光,化工原料,河北,88.45,0.49,1.97,8.64,5.42,2.72,1.79,0.91,0.27,5.2,6.81,20200709,3.76,1.91,0,0,20.65,9.55,95200
300848,美瑞新材,化工原料,山东,43.32,0.17,0.67,4.76,2.9,1.35,0.34,0.51,0.74,10.77,4.47,20200720,1.9,2.86,0,0,22.21,13.31,23000
300849,锦盛新材,塑料,浙江,56.09,0.25,1,4.41,2.44,1.22,1.06,1.06,0.32,6.87,3.95,20200710,1.95,1.95,0,0,40.89,19.11,23235
300850,新强联,机械基件,河南,29.92,0.27,1.06,17.75,11.98,2.9,2.14,2.02,1.26,11.22,5.05,20200713,4.14,3.9,0,0,33.53,18.5,55744
300851,交大思诺,软件服务,北京,62.33,0.22,0.87,7.11,5.46,0.81,1.52,1.75,0.5,12.68,3.69,20200717,3.2,3.68,0,0,76.28,27.8,46312
300852,四会富仕,元器件,广东,45.66,0.14,0.57,5.73,3.31,1.99,1.85,3.27,1.43,14.46,6.79,20200713,1.54,2.72,0,0,34.05,18.44,16296
300853,申昊科技,机械基件,浙江,58.62,0.2,0.82,7.59,5.55,0.17,0.68,0.83,0.74,13,4.98,20200724,3.26,4,0,0,56.89,22.01,20713
300855,图南股份,钢加工,江苏,107.74,0.5,2,6.18,3.65,1.9,1.53,0.76,0.27,4.96,8.63,20200723,1.97,0.98,0,0,28.66,15.52,25000
300856,科思股份,化工原料,江苏,57.3,0.28,1.13,10.03,4.44,4.01,1.23,1.09,1.11,12.62,7.53,20200722,4.2,3.72,0,0,34.96,16.46,18000
300857,协创数据,IT设备,深圳,60.04,0.52,2.07,14.66,11.41,2.77,2.53,1.22,0.41,5.51,6.66,20200727,2.92,1.41,0,0,11.52,6.28,44252
300858,科拓生物,食品,北京,74.31,0.21,0.83,4.92,2.65,0.64,1.74,2.1,0.62,10.6,6.56,20200727,1.82,2.21,0,0,50.01,27.53,45297
300859,西域旅游,旅游服务,新疆,0,0.39,1.55,4.99,0.44,2.44,0.99,0.64,-0.2,4.06,10.56,20200806,1.45,0.93,0,0,-49.81,-123.56,78307
300860,锋尚文化,文教休闲,北京,51.64,0.17,0.72,12.98,12.06,0.43,1.19,1.66,1.345,41.6,3.34,20200824,5.26,7.29,0,0,36.05,22.64,28169
300861,美畅股份,矿物制品,陕西,45.36,0.38,4,18.14,12.61,4.3,2.42,0.61,0.549,8.1,6.14,20200824,8.12,2.03,0,0,56.58,37.58,38654
300862,蓝盾光电,电器仪表,安徽,161.97,0.31,1.32,11.07,8.92,1.29,1.01,0.76,0.187,12.82,4.71,20200824,3.62,2.75,0,0,36.57,10,35995
300863,卡倍亿,汽车配件,浙江,188.68,0.13,0.55,7.28,4.36,1.15,0.72,1.29,0.396,9.94,15.02,20200824,2.07,3.74,0,0,15.32,5.33,15746
300864,南大环境,环境保护,江苏,45.56,0.11,0.48,4.22,3.57,0.37,0.15,0.32,1.302,20.84,5.69,20200824,1.54,3.21,0,0,49.92,29.3,15415
300865,大宏立,专用机械,四川,63.84,0.23,0.96,6.48,5.3,0.98,0.89,0.93,0.393,8.94,5.62,20200824,2.29,2.39,0,0,34.06,14.12,26740
300866,安克创新,元器件,湖南,111.8,0.36,4.06,33.85,29.58,0.47,4.46,1.1,0.68,11.89,12.79,20200824,12.25,3.01,0,0,44.88,7.84,32734
300867,圣元环保,环境保护,福建,44.96,0.59,2.72,50.82,6.43,4.5,2.51,0.92,0.435,9.35,4.18,20200824,8.57,3.15,0,0,50.17,26.09,47242
300868,杰美特,通信设备,深圳,58.74,0.3,1.28,7.75,5.86,0.51,1.75,1.37,0.444,13.7,3.81,20200824,2.64,2.06,0,0,39,14.91,37999
300869,康泰医学,医疗保健,河北,51.4,0.39,4.02,14.4,9.65,0.87,0.12,0.03,0.905,3.29,28.29,20200824,5.3,1.32,0,0,65.04,48.43,35623
300870,欧陆通,元器件,深圳,57.65,0.24,1.01,12.19,9.68,1.66,1.97,1.95,0.785,13.76,6.58,20200824,2.5,2.47,0,0,21.86,9.6,31257
300871,回盛生物,农业综合,湖北,52.19,0.26,1.11,8.12,4.01,1.46,1.04,0.94,0.476,11.6,4.28,20200824,2.25,2.04,0,0,38.29,18.33,29194
300872,天阳科技,软件服务,西藏,113.28,0.53,2.25,16.1,13.5,1.07,4.59,2.04,0.226,9.45,5.42,20200824,3.47,1.54,0,0,33.44,9.43,57986
300873,海晨股份,仓储物流,江苏,35.98,0.32,1.33,10.66,5.7,2.77,1.89,1.42,0.716,12.56,4.1,20200824,4.32,3.24,0,0,33.53,20.48,35845
300875,捷强装备,专用机械,天津,95.88,0.19,0.77,4.87,2.95,0.05,0.97,1.26,0.63,17.08,7.07,20200824,2.13,2.77,0,0,62.1,41.89,38410
300876,蒙泰高新,化纤,广东,60.25,0.23,0.96,3.11,1.92,0.44,0.47,0.49,0.384,7.45,6.21,20200824,1.46,1.52,0,0,34.81,22.51,26715
300877,金春股份,纺织,安徽,26.08,0.28,1.2,8.23,4.25,3.5,1.39,1.16,1.156,12.36,4.88,20200824,3.81,3.17,0,0,38.12,24.89,26271
300878,维康药业,中成药,浙江,44.48,0.19,0.8,9.7,4.94,1.22,0.4,0.49,0.722,16.2,3.96,20200824,4.33,5.38,0,0,73.34,18.94,22390
300879,大叶股份,农用机械,浙江,52.9,0.38,1.6,12.39,6.02,1.53,1.24,0.77,0.368,5.64,6.9,20200901,2.71,1.69,0,0,20.44,8.64,43070
300880,迦南智能,电器仪表,浙江,96.11,0.32,1.33,5.87,5.2,0.23,0.28,0.21,0.221,4.46,9.54,20200901,1.69,1.27,0,0,32.97,17.56,36994
300881,盛德鑫泰,钢加工,江苏,105.22,0.24,1,8.97,7.65,0.65,1.54,1.54,0.224,7.07,6.67,20200901,1.47,1.47,0,0,15.27,5.5,28474
300882,万胜智能,电器仪表,浙江,56.78,0.37,1.57,7.15,5.72,0.47,0.6,0.38,0.29,4.9,6.73,20200910,2.25,1.43,0,0,34.16,17.27,42755
300883,龙利得,造纸,安徽,116.76,0.82,3.46,14.2,9.3,4.47,2.89,0.83,0.091,3.86,5.5,20200910,4.01,1.16,0,0,25.84,9.29,88625
300885,海昌新材,机械基件,江苏,76.12,0.2,0.8,3.64,2.63,0.8,0.71,0.88,0.297,8.36,5.41,20200910,1.76,2.2,0,0,43.83,29.39,39994
300886,C华业,化工原料,安徽,80.88,0.14,0.57,4.07,1.83,0.78,0.36,0.62,0.436,8.72,8.1,20200916,1.74,3.03,0,0,32.11,21.87,18698
300887,C谱尼,综合类,北京,266.62,0.16,0.76,14.26,6.97,4.36,0.06,0.08,0.206,22.01,5,20200916,8.12,10.68,0,0,44.88,2.9,21015
300888,C稳健,医疗保健,深圳,23.75,0.44,4.26,74.68,55.65,14.38,9.49,2.22,2.42,17.94,6.41,20200917,26.52,6.22,0,0,57.71,24.7,40271
300889,C爱克,电气设备,深圳,81.1,0.37,1.56,9.61,8.68,0.5,0.45,0.29,0.299,9.52,5.09,20200916,3.11,1.99,0,0,32.55,11.59,42784
300890,C翔丰华,矿物制品,深圳,113.76,0.24,1,11.65,7.3,2.51,3.74,3.74,0.277,10.06,6.27,20200917,2.29,2.29,0,0,29.63,13.16,29426
300891,C惠云,化工原料,广东,85.32,0.95,4,10.73,5.08,4.37,1.57,0.39,0.117,2.75,7.24,20200917,2.75,0.69,0,0,23.34,10.99,101904
300892,品渥食品,食品,上海,0,0,0,8.57,6.46,1.66,0.18,0,0,0,0,0,2.96,0,0,0,34.49,9.86,0
300893,松原股份,汽车配件,浙江,0,0,0,5.37,3.2,1.43,1.33,0,0,0,0,0,1.47,0,0,0,35.7,17.41,0
300895,铜牛信息,软件服务,北京,0,0,0,9.2,3.07,1.45,5.55,0,0,0,0,0,1.76,0,0,0,31.47,17.88,0
300896,爱美客,医疗保健,北京,0,0,0,8.69,6.64,1.46,1.4,0,0,0,0,0,5.32,0,0,0,90.22,60.89,0
300897,山科智能,电器仪表,浙江,0,0,0,4.33,3.31,0.6,0.49,0,0,0,0,0,1.69,0,0,0,50.58,15.37,0
300999,金龙鱼,食品,上海,0,0,0,1824.33,1259.88,249.3,237.33,0,0,0,0,0,371.14,0,0,0,11.14,3.46,0
600000,浦发银行,银行,上海,4.99,293.52,293.52,75211.01,0,314.18,817.6,2.79,0.96,17.2,0.57,19991110,1610.54,5.49,3.9,-9.81,0,28.55,178204
600004,白云机场,机场,广东,0,20.69,20.69,255.76,27.31,210.11,70.43,3.4,-0.081,7.95,1.81,20030428,64.05,3.1,-41.78,-135.6,-5.12,-7.15,58967
600006,东风汽车,汽车整车,湖北,16.81,20,20,194.32,147.19,15.94,6.15,0.31,0.147,3.78,1.31,19990727,40.92,2.05,-4.45,19.42,12.75,4.55,121004
600007,中国国贸,园区开发,北京,16.9,10.07,10.07,120.45,21.37,17.83,18.73,1.86,0.404,7.54,1.81,19990312,42.11,4.18,-16.78,-16.6,54.14,28.38,14675
600008,首创股份,环境保护,北京,21.02,56.85,56.85,870.27,164.13,57.19,23.93,0.42,0.075,1.95,1.62,20000427,20.68,0.36,21.02,32.8,31.59,6.13,193477
600009,上海机场,机场,上海,0,10.93,19.27,360.08,122.14,192.85,25.75,1.34,-0.2,15.62,4.72,19980218,242.84,12.6,-54.72,-114.29,-28.43,-15.62,103237
600010,包钢股份,普钢,内蒙,317.2,316.77,455.85,1403.68,352.52,665.75,12.79,0.03,0.002,1.16,1.01,20010309,43.95,0.1,-7.77,-91.93,12.94,0.3,587982
600011,华能国际,火力发电,北京,7.65,109.98,156.98,4251,659.45,2390.06,184.11,1.17,0.32,4.83,1.16,20011206,336.05,2.14,-5.21,49.73,19.66,7.25,89292
600012,皖通高速,路桥,安徽,40.68,11.66,16.59,160.37,31.48,9.95,2.81,0.17,0.066,6.31,0.85,20030107,76.63,4.62,-44.2,-79.98,18.98,13.39,28449
600015,华夏银行,银行,北京,5.21,128.23,153.87,32656.15,0,131.2,532.92,3.46,0.43,13.65,0.46,20030912,841.41,5.47,19.56,-11.44,0,19.62,115292
600016,民生银行,银行,北京,4.19,354.62,437.82,71426.41,0,517.79,574.83,1.31,0.61,10.45,0.52,20001219,2288.99,5.23,11.16,-10.02,0,29,389575
600017,日照港,港口,山东,11.24,30.76,30.76,246.96,28.68,105.57,29.75,0.97,0.129,3.95,0.73,20061017,53.62,1.74,12.5,7.3,29.76,13.93,130228
600018,上港集团,港口,上海,13.28,231.74,231.74,1595.02,530.21,307.06,96.27,0.42,0.166,3.56,1.23,20061026,421.36,1.82,-30,-12.22,37.17,31.89,230787
600019,宝钢股份,普钢,上海,14.22,221.56,222.71,3529.99,1493.5,1414.42,504.55,2.27,0.18,7.92,0.65,20001212,707.5,3.18,-7.88,-36.86,9.69,3.08,353595
600020,中原高速,路桥,河南,0,22.47,22.47,480.54,51.41,136.81,13.62,0.61,-0.15,4.4,0.82,20030808,47.65,2.12,-38.78,-132.38,14.93,-13.89,84956
600021,上海电力,火力发电,上海,13.32,23.47,26.17,1199.09,184.82,627.98,62.24,2.38,0.26,6.22,1.24,20031029,67.89,2.59,1.48,19.41,29.42,6.41,96671
600022,山东钢铁,普钢,山东,22.34,109.47,109.47,697.45,199.23,389.06,82.02,0.75,0.032,1.9,0.74,20040629,11.77,0.11,24.09,-40.19,5.96,0.86,280944
600023,浙能电力,火力发电,浙江,8.71,136.01,136.01,1116.23,294.85,455.18,241.4,1.77,0.222,4.68,0.83,20131219,196.02,1.44,-13.82,20.6,14.53,13.55,171384
600025,华能水电,水力发电,云南,28.02,89.28,180,1646.23,64.76,1366.66,188.92,1.05,0.077,2.53,1.71,20171215,69.51,0.39,-23.78,-50.72,49.91,17.2,121215
600026,中远海能,水运,上海,5.99,27.36,47.63,708.37,116.71,471.71,119.26,2.5,0.66,7.52,0.97,20020523,160.9,3.38,36.77,520.04,37.49,29.78,92645
600027,华电国际,火力发电,山东,7.63,81.46,98.63,2278.32,254.07,1524.28,135.41,1.37,0.2,4.68,0.79,20050203,190.62,1.93,-5.91,43.49,16.76,5.75,114783
600028,中国石化,石油加工,北京,0,955.58,1210.71,18216.39,5079.8,6123.78,1220.43,1.01,-0.189,5.72,0.69,20010808,2412.42,1.99,-31,-173.02,15.28,-2.21,563689
600029,南方航空,空运,广东,0,81.12,153.29,3195.01,315.07,877.02,383.5,2.5,-0.64,4.66,1.37,20030725,148.14,0.97,-46.58,-583.67,-10.73,-20.98,257972
600030,中信证券,证券,深圳,22.4,98.15,129.27,9750.39,0,73.24,655.08,5.07,0.7,13.62,2.27,20030106,624.38,4.83,22.73,38.48,0,33.38,585027
600031,三一重工,工程机械,北京,12.62,84.73,84.73,1164.66,922.01,102.07,65.3,0.77,0.999,5.89,4.28,20030703,338.92,4,13.37,25.48,30.34,17.22,302223
600033,福建高速,路桥,福建,357.34,27.44,27.44,162.41,14.34,133.51,16.6,0.6,0.004,3.39,0.8,20010209,39.5,1.44,-48.94,-97.67,33.7,1.51,106813
600035,楚天高速,路桥,湖北,57.72,16.04,16.1,167.42,22.14,6.65,12.73,0.79,0.026,4.1,0.73,20040310,24.53,1.52,-39.66,-86.56,35.19,5.37,69099
600036,招商银行,银行,深圳,9.78,206.29,252.2,80318.26,0,676.43,675.23,2.68,1.974,23.73,1.63,20020409,3418.43,13.55,7.27,-1.63,0,33.56,386864
600037,歌华有线,影视音像,北京,119.34,13.92,13.92,154.66,88.97,40.6,65.55,4.71,0.054,9.04,1.42,20010208,37.14,2.67,-3.26,-82.83,15.06,6.34,66970
600038,中直股份,航空,黑龙江,55.49,5.89,5.89,243.71,212.74,19.33,43.12,7.32,0.507,14.11,3.98,20001218,28.19,4.78,11.26,23.82,10.56,3.89,38113
600039,四川路桥,建筑工程,四川,8.38,36.11,37.05,1052.68,532.12,21.87,32.23,0.87,0.267,4.46,1,20030325,86.41,2.33,12.53,29.87,14.31,4.98,112087
600048,保利地产,全国地产,广东,10.06,119.34,119.34,10951.65,9973.59,77.28,189.65,1.59,0.848,11.94,1.43,20060731,1076.22,9.02,3.59,1.69,35.69,13.74,166310
600050,中国联通,电信运营,北京,23.46,215,310.16,5701.29,1035.6,3056.52,803.03,2.59,0.108,4.7,1.08,20021009,374.94,1.21,3.76,10.89,27.29,2.22,664253
600051,宁波联合,综合类,浙江,5.1,3.11,3.11,79.32,60.96,5.31,1.44,0.46,1.002,9.38,1.09,19970410,21.3,6.85,23.18,328.93,35.79,15.21,34574
